Huvudområde;Område;Delområde;Underkonto;År;Region;Värde
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2012;Skåne;151,508343
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2012;Stockholm;108,8144556
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2012;Sörmland;127,4010549
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2012;Uppsala;105,2702375
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2012;Värmland;113,5198477
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2012;Västerbotten;91,46212584
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2012;Västernorrland;61,98833793
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2012;Västmanland;74,15386537
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2012;Västra Götaland;124,7870126
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2012;Örebro;120,4466061
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2012;Östergötland;101,6197001
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2012;Riket exkl gotland;112,8898469
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2012;Gotland;209,6399434
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2012;Riket;113,4693921
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2013;Blekinge;136,5567535
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2013;Dalarna;154,3182056
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2013;Gävleborg;82,02323992
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2013;Jämtland Härjedalen;78,75945944
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2013;Jönköping;146,59692
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2013;Kalmar;183,8596851
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2013;Kronoberg;70,52939794
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2013;Norrbotten;120,2713321
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2013;Skåne;148,4715506
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2013;Stockholm;107,84534
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2013;Sörmland;133,3001884
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2013;Uppsala;98,41351623
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2013;Värmland;142,431934
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2013;Västerbotten;104,935813
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2013;Västernorrland;87,95982755
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2013;Västmanland;146,6875632
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2013;Västra Götaland;149,8374078
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2013;Örebro;126,8417457
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2013;Östergötland;109,6270852
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2013;Riket exkl gotland;122,8637349
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2013;Gotland;174,9444551
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2013;Riket;123,1723952
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2014;Blekinge;138,8195152
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2014;Dalarna;144,8532285
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2014;Gävleborg;146,4332782
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2014;Jämtland Härjedalen;85,75433479
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2014;Jönköping;153,0084645
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2014;Kalmar;186,758801
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2014;Kronoberg;69,21238526
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2014;Norrbotten;120,0062403
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2014;Skåne;84,62202112
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2014;Stockholm;114,6119004
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2014;Sörmland;142,5181532
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2014;Uppsala;91,70578492
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2014;Värmland;141,9777131
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2014;Västerbotten;95,48257751
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2014;Västernorrland;90,51225824
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2014;Västmanland;145,202768
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2014;Västra Götaland;132,2153268
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2014;Örebro;129,0924866
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2014;Östergötland;118,47638
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2014;Riket exkl gotland;115,1518197
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2014;Gotland;174,6572352
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2014;Riket;115,5013486
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2015;Blekinge;147,1971738
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2015;Dalarna;149,4513002
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2015;Gävleborg;149,0339407
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2015;Jämtland Härjedalen;94,20927019
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2015;Jönköping;160,9949488
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2015;Kalmar;180,9162778
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2015;Kronoberg;67,93158767
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2015;Norrbotten;120,128297
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2015;Skåne;114,2964974
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2015;Stockholm;127,2721325
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2015;Sörmland;140,9880442
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2015;Uppsala;101,6478242
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2015;Värmland;141,3535143
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2015;Västerbotten;98,71743274
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2015;Västernorrland;98,40219437
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2015;Västmanland;140,0051461
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2015;Västra Götaland;145,5708257
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2015;Örebro;134,0150922
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2015;Östergötland;121,168332
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2015;Riket exkl gotland;125,4897828
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2015;Gotland;191,6676831
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2015;Riket;125,8753284
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2016;Blekinge;145,1534524
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2016;Dalarna;108,9512215
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2016;Gävleborg;161,6383097
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2016;Jämtland Härjedalen;101,0312964
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2016;Jönköping;124,7395353
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2016;Kalmar;177,4652189
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2016;Kronoberg;66,79408924
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2016;Norrbotten;115,7361216
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2016;Skåne;99,65535855
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2016;Stockholm;142,7904066
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2016;Sörmland;152,7263387
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2016;Uppsala;99,62006016
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2016;Värmland;143,1977489
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2016;Västerbotten;120,3545947
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2016;Västernorrland;101,8031372
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2016;Västmanland;141,9876022
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2016;Västra Götaland;138,1758278
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2016;Örebro;115,2772927
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2016;Östergötland;115,0175291
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2016;Riket exkl gotland;123,7779444
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2016;Gotland;224,1263383
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2016;Riket;124,3602774
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2017;Blekinge;160,0040158
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2017;Dalarna;116,0169832
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2017;Gävleborg;175,0473503
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2017;Jämtland Härjedalen;108,8221024
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2017;Jönköping;138,1192442
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2017;Kalmar;192,9899481
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2017;Kronoberg;55,69084493
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2017;Norrbotten;115,4022165
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2017;Skåne;76,58857342
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2017;Stockholm;142,9720776
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2017;Sörmland;483,9689573
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2017;Uppsala;113,8300842
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2017;Värmland;149,7865542
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2017;Västerbotten;167,6717635
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2017;Västernorrland;101,6392376
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2017;Västmanland;154,9272395
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2017;Västra Götaland;128,5569229
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2017;Örebro;120,4387987
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2017;Östergötland;113,2250337
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2017;Riket exkl gotland;132,615526
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2017;Gotland;255,9945388
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader inom förmånen;2017;Riket;133,3298759
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2008;Gävleborg;42,04299984
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2008;Jönköping;8,948652631
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2008;Skåne;18,37387047
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2008;Stockholm;64,54898225
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2008;Uppsala;4,498942504
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2008;Västerbotten;0,38787954
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2008;Västernorrland;84,23319034
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2008;Västra Götaland;74,26530521
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2008;Riket exkl gotland;32,89314426
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2008;Riket;32,69057614
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2009;Gävleborg;44,16769242
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2009;Jönköping;9,903465022
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2009;Kronoberg;42,03928763
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2009;Skåne;0,01673352
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2009;Stockholm;68,38759567
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2009;Sörmland;7,433479649
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2009;Uppsala;3,012973865
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2009;Västerbotten;3,094203011
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2009;Västernorrland;97,3052888
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2009;Västra Götaland;75,19474876
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2009;Riket exkl gotland;33,04800593
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2009;Riket;32,84555391
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2010;Dalarna;9,456879158
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2010;Gävleborg;49,18483371
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2010;Jönköping;13,56919369
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2010;Kronoberg;38,05588779
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2010;Skåne;0,135121114
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2010;Stockholm;47,74957249
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2010;Uppsala;8,931708159
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2010;Västerbotten;23,91181938
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2010;Västernorrland;4,121586811
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2010;Västra Götaland;66,02619634
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2010;Riket exkl gotland;25,70915383
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2010;Riket;25,55278119
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2011;Dalarna;11,81639036
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2011;Gävleborg;57,70470431
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2011;Jönköping;14,79745247
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2011;Kronoberg;37,90873742
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2011;Skåne;0,434181237
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2011;Stockholm;40,28500487
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2011;Uppsala;8,859226885
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2011;Värmland;8,114073683
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2011;Västerbotten;24,64695167
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2011;Västra Götaland;77,01917008
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2011;Riket exkl gotland;26,53649703
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2011;Riket;26,37612829
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2012;Dalarna;14,46366907
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2012;Gävleborg;56,75307352
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2012;Jönköping;12,0902582
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2012;Kronoberg;43,03689876
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2012;Skåne;1,103525868
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2012;Stockholm;34,69618798
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk sluten vård;därav läkemedelskostnader inom förmånen;2012;Uppsala;17,54503958
