Huvud_ID;Område ;Indikatornamn;Landsting och regioner;landstingskod;Mätperiod;Värde;Täljare;Nämnare;Konfidensintervall låg gräns;Konfidensintervall hög gräns;Avvikelse riket procent ;Avvikelse riket procent ;;Måttenhet ;Önskad riktning värde ;Målnivå/er SoS/Kval reg;Källa;Kommentar 
;Stroke;Reperfusionbehandling vid stroke;Kalmar län;08;2017;9;39;432;6,0;11,0;-40,00;-40,0;;Andel (%);Högt;15/10;Riksstroke;
;Stroke;Reperfusionbehandling vid stroke;Gotland;09;2017;9;9;95;3,0;15,0;-40,00;-40,0;;Andel (%);Högt;15/10;Riksstroke;
;Stroke;Reperfusionbehandling vid stroke;Blekinge;10;2017;8;25;333;4,0;10,0;-46,67;-46,7;;Andel (%);Högt;15/10;Riksstroke;
;Stroke;Reperfusionbehandling vid stroke;Skåne;12;2017;21;508;2 459;19,0;22,0;40,00;40,0;;Andel (%);Högt;15/10;Riksstroke;
;Stroke;Reperfusionbehandling vid stroke;Halland;13;2017;19;121;629;16,0;22,0;26,67;26,7;;Andel (%);Högt;15/10;Riksstroke;
;Stroke;Reperfusionbehandling vid stroke;Västra Götaland;14;2017;15;456;3 029;13,0;16,0;0,00;0,0;;Andel (%);Högt;15/10;Riksstroke;
;Stroke;Reperfusionbehandling vid stroke;Värmland;17;2017;10;63;660;7,0;11,0;-33,33;-33,3;;Andel (%);Högt;15/10;Riksstroke;
;Stroke;Reperfusionbehandling vid stroke;Örebro län;18;2017;6;34;577;3,0;7,0;-60,00;-60,0;;Andel (%);Högt;15/10;Riksstroke;
;Stroke;Reperfusionbehandling vid stroke;Västmanland;19;2017;18;93;518;14,0;21,0;20,00;20,0;;Andel (%);Högt;15/10;Riksstroke;
;Stroke;Reperfusionbehandling vid stroke;Dalarna;20;2017;8;55;656;6,0;10,0;-46,67;-46,7;;Andel (%);Högt;15/10;Riksstroke;
;Stroke;Reperfusionbehandling vid stroke;Gävleborg;21;2017;11;69;628;8,0;13,0;-26,67;-26,7;;Andel (%);Högt;15/10;Riksstroke;
;Stroke;Reperfusionbehandling vid stroke;Västernorrland;22;2017;19;120;648;15,0;21,0;26,67;26,7;;Andel (%);Högt;15/10;Riksstroke;
;Stroke;Reperfusionbehandling vid stroke;Jämtland Härjedalen;23;2017;21;66;311;16,0;25,0;40,00;40,0;;Andel (%);Högt;15/10;Riksstroke;
;Stroke;Reperfusionbehandling vid stroke;Västerbotten;24;2017;17;87;515;13,0;20,0;13,33;13,3;;Andel (%);Högt;15/10;Riksstroke;
;Stroke;Reperfusionbehandling vid stroke;Norrbotten;25;2017;17;96;561;14,0;20,0;13,33;13,3;;Andel (%);Högt;15/10;Riksstroke;
;Stroke;Reperfusionbehandling vid stroke;Riket;46;2017;15;2 771;18 139;14,0;15,0;0,00;0,0;;Andel (%);Högt;15/10;Riksstroke;
;Stroke;Tid till trombolys vid stroke;Stockholms län;01;2017;39,0;;;;;0,00;0,0;;Mediantid i minuter ;Lågt;40/40;Riksstroke;
;Stroke;Tid till trombolys vid stroke;Uppsala län;03;2017;44,0;;;;;12,82;12,8;;Mediantid i minuter ;Lågt;40/40;Riksstroke;
;Stroke;Tid till trombolys vid stroke;Sörmland;04;2017;44,0;;;;;12,82;12,8;;Mediantid i minuter ;Lågt;40/40;Riksstroke;
;Stroke;Tid till trombolys vid stroke;Östergötland;05;2017;50,0;;;;;28,21;28,2;;Mediantid i minuter ;Lågt;40/40;Riksstroke;
;Stroke;Tid till trombolys vid stroke;Jönköpings län;06;2017;37,0;;;;;-5,13;-5,1;;Mediantid i minuter ;Lågt;40/40;Riksstroke;
;Stroke;Tid till trombolys vid stroke;Kronoberg;07;2017;60,5;;;;;55,13;55,1;;Mediantid i minuter ;Lågt;40/40;Riksstroke;
;Stroke;Tid till trombolys vid stroke;Kalmar län;08;2017;38,0;;;;;-2,56;-2,6;;Mediantid i minuter ;Lågt;40/40;Riksstroke;
;Stroke;Tid till trombolys vid stroke;Gotland;09;2017;;;;;;;;;Mediantid i minuter ;Lågt;40/40;Riksstroke;Visas inte pga för få fall 
;Stroke;Tid till trombolys vid stroke;Blekinge;10;2017;41,0;;;;;5,13;5,1;;Mediantid i minuter ;Lågt;40/40;Riksstroke;
;Stroke;Tid till trombolys vid stroke;Skåne;12;2017;45,0;;;;;15,38;15,4;;Mediantid i minuter ;Lågt;40/40;Riksstroke;
;Stroke;Tid till trombolys vid stroke;Halland;13;2017;35,0;;;;;-10,26;-10,3;;Mediantid i minuter ;Lågt;40/40;Riksstroke;
;Stroke;Tid till trombolys vid stroke;Västra Götaland;14;2017;33,0;;;;;-15,38;-15,4;;Mediantid i minuter ;Lågt;40/40;Riksstroke;
;Stroke;Tid till trombolys vid stroke;Värmland;17;2017;33,0;;;;;-15,38;-15,4;;Mediantid i minuter ;Lågt;40/40;Riksstroke;
;Stroke;Tid till trombolys vid stroke;Örebro län;18;2017;41,0;;;;;5,13;5,1;;Mediantid i minuter ;Lågt;40/40;Riksstroke;
;Stroke;Tid till trombolys vid stroke;Västmanland;19;2017;45,0;;;;;15,38;15,4;;Mediantid i minuter ;Lågt;40/40;Riksstroke;
;Stroke;Tid till trombolys vid stroke;Dalarna;20;2017;45,5;;;;;16,67;16,7;;Mediantid i minuter ;Lågt;40/40;Riksstroke;
;Stroke;Tid till trombolys vid stroke;Gävleborg;21;2017;42,0;;;;;7,69;7,7;;Mediantid i minuter ;Lågt;40/40;Riksstroke;
;Stroke;Tid till trombolys vid stroke;Västernorrland;22;2017;31,0;;;;;-20,51;-20,5;;Mediantid i minuter ;Lågt;40/40;Riksstroke;
;Stroke;Tid till trombolys vid stroke;Jämtland Härjedalen;23;2017;26,0;;;;;-33,33;-33,3;;Mediantid i minuter ;Lågt;40/40;Riksstroke;
;Stroke;Tid till trombolys vid stroke;Västerbotten;24;2017;32,0;;;;;-17,95;-17,9;;Mediantid i minuter ;Lågt;40/40;Riksstroke;
;Stroke;Tid till trombolys vid stroke;Norrbotten;25;2017;29,0;;;;;-25,64;-25,6;;Mediantid i minuter ;Lågt;40/40;Riksstroke;
;Stroke;Tid till trombolys vid stroke;Riket;46;2017;39,0;;;;;0,00;0,0;;Mediantid i minuter ;Lågt;40/40;Riksstroke;
;Stroke;Direktinläggning på strokeenhet;Stockholms län;01;2017;77;2 865;3 700;76,0;78,0;-2,53;-2,5;;Andel (%);Högt;90/90/80;Riksstroke;
;Stroke;Direktinläggning på strokeenhet;Uppsala län;03;2017;70;419;602;65,0;73,0;-11,39;-11,4;;Andel (%);Högt;90/90/80;Riksstroke;
;Stroke;Direktinläggning på strokeenhet;Sörmland;04;2017;51;355;699;47,0;54,0;-35,44;-35,4;;Andel (%);Högt;90/90/80;Riksstroke;
;Stroke;Direktinläggning på strokeenhet;Östergötland;05;2017;89;816;920;86,0;90,0;12,66;12,7;;Andel (%);Högt;90/90/80;Riksstroke;
;Stroke;Direktinläggning på strokeenhet;Jönköpings län;06;2017;71;508;720;67,0;73,0;-10,13;-10,1;;Andel (%);Högt;90/90/80;Riksstroke;
;Stroke;Direktinläggning på strokeenhet;Kronoberg;07;2017;64;209;326;58,0;69,0;-18,99;-19,0;;Andel (%);Högt;90/90/80;Riksstroke;
;Stroke;Direktinläggning på strokeenhet;Kalmar län;08;2017;88;452;516;84,0;90,0;11,39;11,4;;Andel (%);Högt;90/90/80;Riksstroke;
;Stroke;Direktinläggning på strokeenhet;Gotland;09;2017;67;82;122;58,0;75,0;-15,19;-15,2;;Andel (%);Högt;90/90/80;Riksstroke;
;Stroke;Direktinläggning på strokeenhet;Blekinge;10;2017;55;192;352;49,0;59,0;-30,38;-30,4;;Andel (%);Högt;90/90/80;Riksstroke;
;Stroke;Direktinläggning på strokeenhet;Skåne;12;2017;81;2 129;2 615;79,0;82,0;2,53;2,5;;Andel (%);Högt;90/90/80;Riksstroke;
;Stroke;Direktinläggning på strokeenhet;Halland;13;2017;84;617;733;81,0;86,0;6,33;6,3;;Andel (%);Högt;90/90/80;Riksstroke;
;Stroke;Direktinläggning på strokeenhet;Västra Götaland;14;2017;82;2 864;3 478;81,0;83,0;3,80;3,8;;Andel (%);Högt;90/90/80;Riksstroke;
;Stroke;Direktinläggning på strokeenhet;Värmland;17;2017;80;607;759;77,0;82,0;1,27;1,3;;Andel (%);Högt;90/90/80;Riksstroke;
;Stroke;Direktinläggning på strokeenhet;Örebro län;18;2017;82;565;691;78,0;84,0;3,80;3,8;;Andel (%);Högt;90/90/80;Riksstroke;
;Stroke;Direktinläggning på strokeenhet;Västmanland;19;2017;84;506;603;80,0;86,0;6,33;6,3;;Andel (%);Högt;90/90/80;Riksstroke;
;Stroke;Direktinläggning på strokeenhet;Dalarna;20;2017;81;624;775;77,0;83,0;2,53;2,5;;Andel (%);Högt;90/90/80;Riksstroke;
;Stroke;Direktinläggning på strokeenhet;Gävleborg;21;2017;89;634;713;86,0;91,0;12,66;12,7;;Andel (%);Högt;90/90/80;Riksstroke;
;Stroke;Direktinläggning på strokeenhet;Västernorrland;22;2017;88;652;738;86,0;90,0;11,39;11,4;;Andel (%);Högt;90/90/80;Riksstroke;
;Stroke;Direktinläggning på strokeenhet;Jämtland Härjedalen;23;2017;76;253;331;71,0;81,0;-3,80;-3,8;;Andel (%);Högt;90/90/80;Riksstroke;
;Stroke;Direktinläggning på strokeenhet;Västerbotten;24;2017;88;527;601;85,0;90,0;11,39;11,4;;Andel (%);Högt;90/90/80;Riksstroke;
;Stroke;Direktinläggning på strokeenhet;Norrbotten;25;2017;81;505;627;77,0;83,0;2,53;2,5;;Andel (%);Högt;90/90/80;Riksstroke;
;Stroke;Direktinläggning på strokeenhet;Riket;46;2017;79;16 381;20 621;78,0;79,0;0,00;0,0;;Andel (%);Högt;90/90/80;Riksstroke;
;Stroke;Test av sväljförmåga vid akut stroke;Stockholms län;01;2017;82;3 062;3 745;80,0;82,0;-3,53;-3,5;;Andel (%);Högt;95/90;Riksstroke;
;Stroke;Test av sväljförmåga vid akut stroke;Uppsala län;03;2017;88;533;609;84,0;90,0;3,53;3,5;;Andel (%);Högt;95/90;Riksstroke;
;Stroke;Test av sväljförmåga vid akut stroke;Sörmland;04;2017;75;528;703;71,0;78,0;-11,76;-11,8;;Andel (%);Högt;95/90;Riksstroke;
;Stroke;Test av sväljförmåga vid akut stroke;Östergötland;05;2017;95;879;926;93,0;96,0;11,76;11,8;;Andel (%);Högt;95/90;Riksstroke;
;Stroke;Test av sväljförmåga vid akut stroke;Jönköpings län;06;2017;89;645;727;86,0;90,0;4,71;4,7;;Andel (%);Högt;95/90;Riksstroke;
;Stroke;Test av sväljförmåga vid akut stroke;Kronoberg;07;2017;78;263;337;73,0;82,0;-8,24;-8,2;;Andel (%);Högt;95/90;Riksstroke;
;Stroke;Test av sväljförmåga vid akut stroke;Kalmar län;08;2017;96;499;518;94,0;98,0;12,94;12,9;;Andel (%);Högt;95/90;Riksstroke;
;Stroke;Test av sväljförmåga vid akut stroke;Gotland;09;2017;73;90;123;65,0;81,0;-14,12;-14,1;;Andel (%);Högt;95/90;Riksstroke;
;Stroke;Test av sväljförmåga vid akut stroke;Blekinge;10;2017;86;338;393;82,0;89,0;1,18;1,2;;Andel (%);Högt;95/90;Riksstroke;
;Stroke;Test av sväljförmåga vid akut stroke;Skåne;12;2017;79;2 303;2 912;77,0;80,0;-7,06;-7,1;;Andel (%);Högt;95/90;Riksstroke;
;Stroke;Test av sväljförmåga vid akut stroke;Halland;13;2017;82;606;742;78,0;84,0;-3,53;-3,5;;Andel (%);Högt;95/90;Riksstroke;
;Stroke;Test av sväljförmåga vid akut stroke;Västra Götaland;14;2017;87;3 079;3 544;85,0;87,0;2,35;2,4;;Andel (%);Högt;95/90;Riksstroke;
;Stroke;Test av sväljförmåga vid akut stroke;Värmland;17;2017;75;573;759;72,0;78,0;-11,76;-11,8;;Andel (%);Högt;95/90;Riksstroke;
;Stroke;Test av sväljförmåga vid akut stroke;Örebro län;18;2017;85;592;693;82,0;88,0;0,00;0,0;;Andel (%);Högt;95/90;Riksstroke;
;Stroke;Test av sväljförmåga vid akut stroke;Västmanland;19;2017;91;574;631;88,0;93,0;7,06;7,1;;Andel (%);Högt;95/90;Riksstroke;
;Stroke;Test av sväljförmåga vid akut stroke;Dalarna;20;2017;96;759;788;94,0;97,0;12,94;12,9;;Andel (%);Högt;95/90;Riksstroke;
;Stroke;Test av sväljförmåga vid akut stroke;Gävleborg;21;2017;91;651;715;88,0;93,0;7,06;7,1;;Andel (%);Högt;95/90;Riksstroke;
;Stroke;Test av sväljförmåga vid akut stroke;Västernorrland;22;2017;94;693;741;91,0;95,0;10,59;10,6;;Andel (%);Högt;95/90;Riksstroke;
;Stroke;Test av sväljförmåga vid akut stroke;Jämtland Härjedalen;23;2017;88;297;339;84,0;91,0;3,53;3,5;;Andel (%);Högt;95/90;Riksstroke;
;Stroke;Test av sväljförmåga vid akut stroke;Västerbotten;24;2017;86;556;643;83,0;89,0;1,18;1,2;;Andel (%);Högt;95/90;Riksstroke;
;Stroke;Test av sväljförmåga vid akut stroke;Norrbotten;25;2017;88;567;644;85,0;90,0;3,53;3,5;;Andel (%);Högt;95/90;Riksstroke;
;Stroke;Test av sväljförmåga vid akut stroke;Riket;46;2017;85;18 087;21 232;84,0;85,0;0,00;0,0;;Andel (%);Högt;95/90;Riksstroke;
;Stroke;Nedsatt funktionsförmåga efter stroke;Stockholms län;01;2016;18,2;395;2 181;16,7;19,8;9,21;9,2;;Andel (%);Lågt;;Riksstroke;
;Stroke;Nedsatt funktionsförmåga efter stroke;Uppsala län;03;2016;13,5;26;214;9,7;18,4;-19,18;-19,2;;Andel (%);Lågt;;Riksstroke;
;Stroke;Nedsatt funktionsförmåga efter stroke;Sörmland;04;2016;19,1;77;407;15,9;22,8;14,43;14,4;;Andel (%);Lågt;;Riksstroke;
;Stroke;Nedsatt funktionsförmåga efter stroke;Östergötland;05;2016;14,7;91;604;12,2;17,6;-11,77;-11,8;;Andel (%);Lågt;;Riksstroke;
;Stroke;Nedsatt funktionsförmåga efter stroke;Jönköpings län;06;2016;17,3;70;396;14,2;21,0;3,93;3,9;;Andel (%);Lågt;;Riksstroke;
;Stroke;Nedsatt funktionsförmåga efter stroke;Kronoberg;07;2016;16,9;38;202;12,5;22,4;1,39;1,4;;Andel (%);Lågt;;Riksstroke;
;Stroke;Nedsatt funktionsförmåga efter stroke;Kalmar län;08;2016;18,9;60;340;15,3;23,2;13,24;13,2;;Andel (%);Lågt;;Riksstroke;
;Stroke;Nedsatt funktionsförmåga efter stroke;Gotland;09;2016;16,7;16;92;10,7;25,1;0,14;0,1;;Andel (%);Lågt;;Riksstroke;
;Stroke;Nedsatt funktionsförmåga efter stroke;Blekinge;10;2016;16,1;37;233;12,0;21,2;-3,57;-3,6;;Andel (%);Lågt;;Riksstroke;
;Stroke;Nedsatt funktionsförmåga efter stroke;Skåne;12;2016;18,4;311;1 684;16,6;20,2;10,08;10,1;;Andel (%);Lågt;;Riksstroke;
;Stroke;Nedsatt funktionsförmåga efter stroke;Halland;13;2016;20,2;81;429;16,8;24,1;21,25;21,3;;Andel (%);Lågt;;Riksstroke;
;Stroke;Nedsatt funktionsförmåga efter stroke;Västra Götaland;14;2016;13,7;303;2 149;12,4;15,2;-17,62;-17,6;;Andel (%);Lågt;;Riksstroke;
;Stroke;Nedsatt funktionsförmåga efter stroke;Värmland;17;2016;14,2;71;505;11,5;17,4;-14,92;-14,9;;Andel (%);Lågt;;Riksstroke;
;Stroke;Nedsatt funktionsförmåga efter stroke;Örebro län;18;2016;21,1;90;405;17,7;24,9;26,22;26,2;;Andel (%);Lågt;;Riksstroke;
;Stroke;Nedsatt funktionsförmåga efter stroke;Västmanland;19;2016;16,1;75;460;13,2;19,5;-3,41;-3,4;;Andel (%);Lågt;;Riksstroke;
;Stroke;Nedsatt funktionsförmåga efter stroke;Dalarna;20;2016;12,2;66;539;9,8;15,0;-26,86;-26,9;;Andel (%);Lågt;;Riksstroke;
;Stroke;Nedsatt funktionsförmåga efter stroke;Gävleborg;21;2016;18,1;79;433;14,9;21,8;8,59;8,6;;Andel (%);Lågt;;Riksstroke;
;Stroke;Nedsatt funktionsförmåga efter stroke;Västernorrland;22;2016;14,2;79;503;11,6;17,3;-14,64;-14,6;;Andel (%);Lågt;;Riksstroke;
;Stroke;Nedsatt funktionsförmåga efter stroke;Jämtland Härjedalen;23;2016;16,3;31;210;12,0;21,7;-2,36;-2,4;;Andel (%);Lågt;;Riksstroke;
;Stroke;Nedsatt funktionsförmåga efter stroke;Västerbotten;24;2016;15,4;48;319;11,9;19,7;-7,57;-7,6;;Andel (%);Lågt;;Riksstroke;
;Stroke;Nedsatt funktionsförmåga efter stroke;Norrbotten;25;2016;18,9;76;405;15,5;22,8;13,16;13,2;;Andel (%);Lågt;;Riksstroke;
;Stroke;Nedsatt funktionsförmåga efter stroke;Riket;46;2016;16,7;2 120;12 710;16,0;17,3;0,00;0,0;;Andel (%);Lågt;;Riksstroke;
;Stroke;Återinsjuknande efter stroke;Stockholms län;01;2015;7,7;;;6,6;8,8;25,42;25,4;;Andel (%);Lågt;;Patientregistret, Socialstyrelsen;
;Stroke;Återinsjuknande efter stroke;Uppsala län;03;2015;6,9;;;4,5;9,4;13,01;13,0;;Andel (%);Lågt;;Patientregistret, Socialstyrelsen;
;Stroke;Återinsjuknande efter stroke;Sörmland;04;2015;4,7;;;2,7;6,7;-23,72;-23,7;;Andel (%);Lågt;;Patientregistret, Socialstyrelsen;
;Stroke;Återinsjuknande efter stroke;Östergötland;05;2015;3,8;;;2,3;5,2;-38,69;-38,7;;Andel (%);Lågt;;Patientregistret, Socialstyrelsen;
;Stroke;Återinsjuknande efter stroke;Jönköpings län;06;2015;6,2;;;4,0;8,3;0,76;0,8;;Andel (%);Lågt;;Patientregistret, Socialstyrelsen;
;Stroke;Återinsjuknande efter stroke;Kronoberg;07;2015;7,5;;;4,5;10,4;22,13;22,1;;Andel (%);Lågt;;Patientregistret, Socialstyrelsen;
;Stroke;Återinsjuknande efter stroke;Kalmar län;08;2015;3,2;;;1,3;5,1;-47,99;-48,0;;Andel (%);Lågt;;Patientregistret, Socialstyrelsen;
;Stroke;Återinsjuknande efter stroke;Gotland;09;2015;10,5;;;4,2;16,8;71,02;71,0;;Andel (%);Lågt;;Patientregistret, Socialstyrelsen;
;Stroke;Återinsjuknande efter stroke;Blekinge;10;2015;4,5;;;2,0;7,1;-26,32;-26,3;;Andel (%);Lågt;;Patientregistret, Socialstyrelsen;
;Stroke;Återinsjuknande efter stroke;Skåne;12;2015;6,7;;;5,6;7,9;9,67;9,7;;Andel (%);Lågt;;Patientregistret, Socialstyrelsen;
;Stroke;Återinsjuknande efter stroke;Halland;13;2015;6,0;;;3,8;8,1;-2,81;-2,8;;Andel (%);Lågt;;Patientregistret, Socialstyrelsen;
;Stroke;Återinsjuknande efter stroke;Västra Götaland;14;2015;6,0;;;5,0;6,9;-2,69;-2,7;;Andel (%);Lågt;;Patientregistret, Socialstyrelsen;
;Stroke;Återinsjuknande efter stroke;Värmland;17;2015;3,5;;;1,7;5,3;-42,67;-42,7;;Andel (%);Lågt;;Patientregistret, Socialstyrelsen;
;Stroke;Återinsjuknande efter stroke;Örebro län;18;2015;4,5;;;2,5;6,5;-25,96;-26,0;;Andel (%);Lågt;;Patientregistret, Socialstyrelsen;
;Stroke;Återinsjuknande efter stroke;Västmanland;19;2015;2,9;;;1,2;4,6;-53,16;-53,2;;Andel (%);Lågt;;Patientregistret, Socialstyrelsen;
;Stroke;Återinsjuknande efter stroke;Dalarna;20;2015;6,5;;;4,4;8,6;6,29;6,3;;Andel (%);Lågt;;Patientregistret, Socialstyrelsen;
;Stroke;Återinsjuknande efter stroke;Gävleborg;21;2015;7,9;;;5,6;10,3;29,49;29,5;;Andel (%);Lågt;;Patientregistret, Socialstyrelsen;
;Stroke;Återinsjuknande efter stroke;Västernorrland;22;2015;7,2;;;4,6;9,8;17,66;17,7;;Andel (%);Lågt;;Patientregistret, Socialstyrelsen;
;Stroke;Återinsjuknande efter stroke;Jämtland Härjedalen;23;2015;5,1;;;2,1;8,2;-16,24;-16,2;;Andel (%);Lågt;;Patientregistret, Socialstyrelsen;
;Stroke;Återinsjuknande efter stroke;Västerbotten;24;2015;6,3;;;3,9;8,7;3,42;3,4;;Andel (%);Lågt;;Patientregistret, Socialstyrelsen;
;Stroke;Återinsjuknande efter stroke;Norrbotten;25;2015;5,9;;;3,7;8,1;-3,40;-3,4;;Andel (%);Lågt;;Patientregistret, Socialstyrelsen;
;Stroke;Återinsjuknande efter stroke;Riket;46;2015;6,1;;;5,7;6,5;0,00;0,0;;Andel (%);Lågt;;Patientregistret, Socialstyrelsen;
;Stroke;Blodfettssänkande behandling 12–18 månader efter stroke;Stockholms län;01;2014-2015;72,0;;;70,5;73,6;-5,22;-5,2;;Andel (%);Högt;75;Patientregistret, läkemedelsregistret och dödsorsaksregistret, Socialstyrelsen;
;Stroke;Blodfettssänkande behandling 12–18 månader efter stroke;Uppsala län;03;2014-2015;71,2;;;67,4;75,0;-6,27;-6,3;;Andel (%);Högt;75;Patientregistret, läkemedelsregistret och dödsorsaksregistret, Socialstyrelsen;
;Stroke;Blodfettssänkande behandling 12–18 månader efter stroke;Sörmland;04;2014-2015;78,4;;;75,0;81,9;3,18;3,2;;Andel (%);Högt;75;Patientregistret, läkemedelsregistret och dödsorsaksregistret, Socialstyrelsen;
;Stroke;Blodfettssänkande behandling 12–18 månader efter stroke;Östergötland;05;2014-2015;80,9;;;78,2;83,5;6,41;6,4;;Andel (%);Högt;75;Patientregistret, läkemedelsregistret och dödsorsaksregistret, Socialstyrelsen;
;Stroke;Blodfettssänkande behandling 12–18 månader efter stroke;Jönköpings län;06;2014-2015;77,6;;;74,5;80,7;2,13;2,1;;Andel (%);Högt;75;Patientregistret, läkemedelsregistret och dödsorsaksregistret, Socialstyrelsen;
;Stroke;Blodfettssänkande behandling 12–18 månader efter stroke;Kronoberg;07;2014-2015;77,8;;;73,4;82,1;2,32;2,3;;Andel (%);Högt;75;Patientregistret, läkemedelsregistret och dödsorsaksregistret, Socialstyrelsen;
;Stroke;Blodfettssänkande behandling 12–18 månader efter stroke;Kalmar län;08;2014-2015;82,0;;;78,5;85,4;7,83;7,8;;Andel (%);Högt;75;Patientregistret, läkemedelsregistret och dödsorsaksregistret, Socialstyrelsen;
;Stroke;Blodfettssänkande behandling 12–18 månader efter stroke;Gotland;09;2014-2015;74,6;;;66,2;82,9;-1,90;-1,9;;Andel (%);Högt;75;Patientregistret, läkemedelsregistret och dödsorsaksregistret, Socialstyrelsen;
;Stroke;Blodfettssänkande behandling 12–18 månader efter stroke;Blekinge;10;2014-2015;76,5;;;72,0;81,0;0,62;0,6;;Andel (%);Högt;75;Patientregistret, läkemedelsregistret och dödsorsaksregistret, Socialstyrelsen;
;Stroke;Blodfettssänkande behandling 12–18 månader efter stroke;Skåne;12;2014-2015;76,9;;;75,2;78,6;1,17;1,2;;Andel (%);Högt;75;Patientregistret, läkemedelsregistret och dödsorsaksregistret, Socialstyrelsen;
;Stroke;Blodfettssänkande behandling 12–18 månader efter stroke;Halland;13;2014-2015;79,1;;;75,7;82,5;4,06;4,1;;Andel (%);Högt;75;Patientregistret, läkemedelsregistret och dödsorsaksregistret, Socialstyrelsen;
;Stroke;Blodfettssänkande behandling 12–18 månader efter stroke;Västra Götaland;14;2014-2015;75,9;;;74,4;77,4;-0,10;-0,1;;Andel (%);Högt;75;Patientregistret, läkemedelsregistret och dödsorsaksregistret, Socialstyrelsen;
;Stroke;Blodfettssänkande behandling 12–18 månader efter stroke;Värmland;17;2014-2015;75,0;;;71,7;78,3;-1,31;-1,3;;Andel (%);Högt;75;Patientregistret, läkemedelsregistret och dödsorsaksregistret, Socialstyrelsen;
;Stroke;Blodfettssänkande behandling 12–18 månader efter stroke;Örebro län;18;2014-2015;70,5;;;66,6;74,5;-7,20;-7,2;;Andel (%);Högt;75;Patientregistret, läkemedelsregistret och dödsorsaksregistret, Socialstyrelsen;
;Stroke;Blodfettssänkande behandling 12–18 månader efter stroke;Västmanland;19;2014-2015;83,6;;;80,6;86,7;10,05;10,1;;Andel (%);Högt;75;Patientregistret, läkemedelsregistret och dödsorsaksregistret, Socialstyrelsen;
;Stroke;Blodfettssänkande behandling 12–18 månader efter stroke;Dalarna;20;2014-2015;77,6;;;74,6;80,6;2,09;2,1;;Andel (%);Högt;75;Patientregistret, läkemedelsregistret och dödsorsaksregistret, Socialstyrelsen;
;Stroke;Blodfettssänkande behandling 12–18 månader efter stroke;Gävleborg;21;2014-2015;77,1;;;74,0;80,2;1,42;1,4;;Andel (%);Högt;75;Patientregistret, läkemedelsregistret och dödsorsaksregistret, Socialstyrelsen;
;Stroke;Blodfettssänkande behandling 12–18 månader efter stroke;Västernorrland;22;2014-2015;76,5;;;73,1;79,8;0,60;0,6;;Andel (%);Högt;75;Patientregistret, läkemedelsregistret och dödsorsaksregistret, Socialstyrelsen;
;Stroke;Blodfettssänkande behandling 12–18 månader efter stroke;Jämtland Härjedalen;23;2014-2015;73,7;;;68,7;78,6;-3,09;-3,1;;Andel (%);Högt;75;Patientregistret, läkemedelsregistret och dödsorsaksregistret, Socialstyrelsen;
;Stroke;Blodfettssänkande behandling 12–18 månader efter stroke;Västerbotten;24;2014-2015;78,3;;;74,9;81,7;3,04;3,0;;Andel (%);Högt;75;Patientregistret, läkemedelsregistret och dödsorsaksregistret, Socialstyrelsen;
;Stroke;Blodfettssänkande behandling 12–18 månader efter stroke;Norrbotten;25;2014-2015;75,5;;;72,2;78,8;-0,71;-0,7;;Andel (%);Högt;75;Patientregistret, läkemedelsregistret och dödsorsaksregistret, Socialstyrelsen;
;Stroke;Blodfettssänkande behandling 12–18 månader efter stroke;Riket;46;2014-2015;76,0;;;75,4;76,6;0,00;0,0;;Andel (%);Högt;75;Patientregistret, läkemedelsregistret och dödsorsaksregistret, Socialstyrelsen;
;Stroke;Blodförtunnande läkemedel vid utskrivning efter stroke och förmaksflimmer;Stockholms län;01;2017;76;269;352;71,0;80,0;-6,17;-6,2;;Andel (%);Högt;70/55;Riksstroke;
;Stroke;Blodförtunnande läkemedel vid utskrivning efter stroke och förmaksflimmer;Uppsala län;03;2017;83;44;53;72,0;93,0;2,47;2,5;;Andel (%);Högt;70/55;Riksstroke;
;Stroke;Blodförtunnande läkemedel vid utskrivning efter stroke och förmaksflimmer;Sörmland;04;2017;82;45;55;71,0;91,0;1,23;1,2;;Andel (%);Högt;70/55;Riksstroke;
;Stroke;Blodförtunnande läkemedel vid utskrivning efter stroke och förmaksflimmer;Östergötland;05;2017;88;91;104;81,0;93,0;8,64;8,6;;Andel (%);Högt;70/55;Riksstroke;
;Stroke;Blodförtunnande läkemedel vid utskrivning efter stroke och förmaksflimmer;Jönköpings län;06;2017;69;46;67;57,0;79,0;-14,81;-14,8;;Andel (%);Högt;70/55;Riksstroke;
;Stroke;Blodförtunnande läkemedel vid utskrivning efter stroke och förmaksflimmer;Kronoberg;07;2017;77;17;22;59,0;94,0;-4,94;-4,9;;Andel (%);Högt;70/55;Riksstroke;
;Stroke;Blodförtunnande läkemedel vid utskrivning efter stroke och förmaksflimmer;Kalmar län;08;2017;73;29;40;58,0;86,0;-9,88;-9,9;;Andel (%);Högt;70/55;Riksstroke;
;Stroke;Blodförtunnande läkemedel vid utskrivning efter stroke och förmaksflimmer;Gotland;09;2017;56;9;16;31,0;80,0;-30,86;-30,9;;Andel (%);Högt;70/55;Riksstroke;
;Stroke;Blodförtunnande läkemedel vid utskrivning efter stroke och förmaksflimmer;Blekinge;10;2017;69;25;36;54,0;84,0;-14,81;-14,8;;Andel (%);Högt;70/55;Riksstroke;
