Innehållsförteckning;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Värden;Egen/annan produktion;Område;Därav;varav;Läkare/ Övrigt;Prestationsgrupp;Prestation;År;Blekinge;Dalarna;Gotland;Gävleborg;Halland;Jämtland Härjedalen;Jönköping;Kalmar;Kronoberg;Norrbotten;Skåne;Stockholm;Sörmland;Uppsala;Värmland;Västerbotten;Västernorrland;Västmanland;Västra Götaland;Örebro;Östergötland;Riket
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2009;;;;1;;;;;;;;;;;0;0;;;;;27;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2010;;;;;;;;;;;;;;;0;0;;;;;0;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2011;;;;;;;;;;;;;;;0;;;;;;0;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2012;;;;;;;;;;;;;;;;0;;;;;0;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2013;;;;;;0;;;;;;;;0;;0;;;;;0;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2014;;;;;;;;;;;;;;0;;0;;;;;0;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2015;;;;;;0;;;;;;;;0;0;0;1;;;;0;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2016;;;;;;0;;;;0;;;;;0;0;0;;;0;0;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2017;;;;;;0;;;;;;0;;0;0;0;3;;;0;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2008;;36;108;12;28;41;15;;;9;61;35;16;169;18;153;66;112;50;29;13;46
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2009;;38;144;87;19;44;23;;;28;61;34;17;203;23;141;106;136;50;29;86;55
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2010;15;70;108;124;13;46;47;;;16;66;33;7;86;21;203;104;134;43;29;135;56
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2011;15;67;100;129;14;51;82;;;14;72;43;4;76;22;197;105;121;46;30;145;60
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2012;13;74;89;117;45;55;76;;;15;68;48;5;177;32;188;135;107;50;34;150;66
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2013;13;70;113;137;66;66;75;;;14;68;45;5;123;26;185;215;85;49;36;85;63
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2014;13;69;117;149;64;74;79;;;15;58;45;4;112;22;187;195;85;53;69;86;63
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2015;14;64;120;142;66;51;74;;;17;57;44;3;101;25;205;214;78;56;68;90;63
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2016;16;63;119;156;71;42;81;;;25;66;44;3;103;27;207;184;86;58;76;93;65
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2017;19;36;119;174;76;42;73;;;23;67;41;2;96;25;197;82;57;62;46;109;61
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Besök dagsjukvård;Besök dagsjukvård;2008;;;87;0;18;3;1;;;0;33;39;1;;59;3;60;0;6;5;3;19
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Besök dagsjukvård;Besök dagsjukvård;2009;;;53;0;20;2;3;;;0;32;39;;2;57;4;3;0;6;5;1;17
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Besök dagsjukvård;Besök dagsjukvård;2010;0;;1;2;24;2;7;;;4;33;42;0;2;58;4;7;0;5;6;2;18
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Besök dagsjukvård;Besök dagsjukvård;2011;1;;2;3;;4;5;;;5;39;44;0;2;62;4;4;1;6;7;1;19
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Besök dagsjukvård;Besök dagsjukvård;2012;1;;2;3;4;4;5;;;5;39;42;0;3;61;4;10;0;7;8;1;19
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Besök dagsjukvård;Besök dagsjukvård;2013;1;;2;3;4;7;6;;;5;43;46;0;41;55;3;10;1;7;9;7;22
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Besök dagsjukvård;Besök dagsjukvård;2014;1;6;2;3;4;59;5;;;5;38;45;0;43;56;4;7;0;8;48;7;23
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Besök dagsjukvård;Besök dagsjukvård;2015;1;4;2;1;4;56;5;;;5;38;45;0;43;59;4;7;0;8;45;7;23
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Besök dagsjukvård;Besök dagsjukvård;2016;1;3;2;4;4;57;6;;;5;43;35;0;41;62;6;6;1;8;40;7;21
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Besök dagsjukvård;Besök dagsjukvård;2017;1;2;4;1;6;63;5;;;5;45;32;0;37;65;7;7;3;10;34;12;22
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2009;;;;1;;;;;;;;;;;;0;;;;;3;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2010;;;;;;;;;;;;;;;;;;;;;0;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2011;;;;;;;;;;;;;;;;0;;;;;0;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2012;;;;;;;;;;;;;;;;0;;;;;0;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2013;;;;;;;;;;;;;;0;;;;;;;0;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2014;;;;;;;;;;;;;;0;;;;;;;0;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2015;;;;;;;;;;;;;;0;;;;;;;0;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2016;;;;;;0;;;;0;;;;;;;0;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2017;;;;;;0;;;;;;0;;;;0;;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2008;;59;62;11;40;39;25;;;32;57;77;26;114;47;78;94;66;57;47;13;54
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2009;;63;56;53;44;36;31;;;43;60;82;27;81;53;76;86;59;56;46;52;58
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2010;25;61;52;81;30;37;35;;;33;70;85;23;62;52;71;106;54;60;45;80;62
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2011;25;64;56;88;33;37;60;;;36;80;78;17;99;44;74;97;49;63;44;81;64
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2012;25;68;62;79;47;42;61;;;31;86;70;21;121;48;75;126;44;68;40;85;66
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2013;27;67;69;75;73;44;59;;;28;90;62;20;91;44;76;177;46;71;38;72;66
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2014;28;66;77;82;68;52;55;;;27;76;64;18;90;53;75;205;49;72;59;72;66
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2015;27;65;79;81;79;45;56;;;28;77;66;15;89;52;73;182;49;74;60;75;66
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2016;27;63;82;77;86;49;58;;;29;88;67;17;91;50;71;180;53;74;63;76;69
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Medicin;Övriga invärtes specialiteter;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2017;27;65;92;70;81;48;54;;;25;93;62;17;88;47;70;78;52;88;46;97;68
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2008;;;;;;;;;0;;;0;;;;;;;12;;;2
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2009;;;;0;;;;;2;;;1;;;;;;;0;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2010;;;;;;;;;0;;;0;;;;;;;1;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2011;;;;;;;0;;;;;0;;;;;;;0;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2012;;;;0;;;;;;;;0;;;;;;;0;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2013;;;;1;1;;;;;;;0;;;;;;;0;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2014;;;;;0;;;;;0;;0;;;;;;;1;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2015;;;;;0;;;;;6;;0;;;;;;;1;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2016;;;;;0;;;;;0;;0;;;;;;;1;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2017;;;;;1;;;;;;;0;;;;;1;;1;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2014;;;;;;;;;;;;;;;;;13;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2015;;;;;;;;;;;;;;;;;10;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2016;;;;;;;;;;0;;;;;;;10;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2017;;;;;;;;;;;;0;;;;;11;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2008;;;;;40;;50;;67;14;2;44;;;;;143;;76;;;31
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2009;;;;12;37;;17;;133;26;2;41;;;;;192;;85;;;34
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2010;;;;;34;;5;;130;30;;43;;;;;112;;85;;;31
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2011;;;;55;33;;4;;16;28;;42;;;;;85;;84;;;29
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2012;;;;23;46;;5;;;27;;43;;;;;78;7;84;;;29
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2013;;;;29;73;;0;;;39;;43;;;;;62;;81;;;29
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2014;;;;34;109;;7;;;37;;44;;;;;118;;89;;;33
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2015;;;;30;117;;3;;;34;;24;;;;;124;;94;;;30
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2016;;;;21;118;;11;;;40;;23;;;;;116;;94;;;29
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2017;;;;;120;;6;;;40;;21;;;;;135;;0;;;13
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Läkare;Besök dagsjukvård;Besök dagsjukvård;2008;;;;;;;;;0;;0;0;;;;;;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Läkare;Besök dagsjukvård;Besök dagsjukvård;2009;;;;2;;;;;;;0;1;;;;;;;0;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Läkare;Besök dagsjukvård;Besök dagsjukvård;2010;;;;;;;;;;;;0;;;;;;;0;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Läkare;Besök dagsjukvård;Besök dagsjukvård;2011;;;;;;;;;;;;0;;;;;;;0;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Läkare;Besök dagsjukvård;Besök dagsjukvård;2012;;;;4;;;;;;;;0;;;;;;;0;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Läkare;Besök dagsjukvård;Besök dagsjukvård;2013;;;;0;;;;;;;;0;;;;;;;0;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Läkare;Besök dagsjukvård;Besök dagsjukvård;2014;;;;;0;;;;;;;0;;;;;;;0;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Läkare;Besök dagsjukvård;Besök dagsjukvård;2015;;;;;0;;;;;;;0;;;;;;;0;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Läkare;Besök dagsjukvård;Besök dagsjukvård;2016;;;;;0;;;;;0;;0;;;;;;;0;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Läkare;Besök dagsjukvård;Besök dagsjukvård;2017;;;;;0;;;;;;;0;;;;;0;;0;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2014;;;;;;;;;;;;;;;;;1;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2015;;;;;;;;;;;;;;;;;2;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2016;;;;;;;;;;0;;;;;;;2;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2017;;;;;;;;;;;;0;;;;;2;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2008;10;;;;;;;;3;0;3;4;;;;;;;0;;;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2009;;;;8;;;;;7;0;3;5;;;;;7;;0;;;2
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2010;;;;;;;;;0;0;;4;;;;;;;0;;;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2011;;;;;;;;;0;0;;4;;;;;0;;3;;;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2012;;;;0;;;;;;0;;4;;;;;;3;5;;;2
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2013;;;;0;0;;;;;0;;3;;;;;;;2;;;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2014;;;;;0;;;;;;;3;;;;;;;2;;;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2015;;;;;0;;;;;;;3;;;;;;;2;;;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2016;;;;;0;;;;;0;;3;;;;;;;2;;;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Ofördelad korttidsvård;Ofördelad korttidsvård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2017;;;;;0;;;;;;;3;;;;;0;;0;;;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2008;;;0;0;;;0;0;11;0;1;0;;;;;4;;0;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2009;0;;;;;;0;32;8;0;0;0;;;;;;;0;;0;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2010;0;;;;;;0;30;;;0;0;;;;;1;;0;;0;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2011;0;;;;;;0;0;;0;0;0;;;;;0;0;0;;0;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2012;0;;;0;;;0;0;;0;0;0;;;;;2;;0;;0;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2013;0;;;;;;0;0;;0;0;0;;0;;;;;0;0;5;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2014;0;0;;1;;;0;0;;0;0;0;;;;;;;0;0;4;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2015;0;0;;0;;;0;0;;;0;0;;;7;;;;0;;6;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2016;0;0;;;0;;0;0;;0;0;0;;0;5;;;;0;0;3;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2017;0;0;;0;0;;0;0;;;0;0;;0;5;;;;0;0;1;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2008;;;;;;;;;;;28;;36;;2;;;;;;;5
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2009;;;;;;;;;;;;;8;;1;;;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2010;;;;;;;;;;;34;;5;;10;;;;;;113;10
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2011;;;;;;;;0;;;39;;;;12;;;;;;114;11
